Country_Code,City,Longitude,Latitude,Cuisines,Average_Cost_for_two,Currency,Has_Table_booking,Has_Online_delivery,Price_range,Aggregate_rating,Votes
1,1,77.0686475,28.6062929,53,50,1,0,0,1,0,1
1,1,77.2806012,28.5370818,54,500,1,0,0,2,3.2,18
1,1,77.2526836,28.5487963,11,1000,1,1,1,3,3.1,14
1,1,77.2430561,28.5751889,53,100,1,0,0,1,0,1
1,1,77.119028,28.6344547,36,250,1,0,0,1,3,6
1,4,77.4043548,28.4990685,55,100,1,0,0,1,0,1
1,18,0,0,1,400,1,0,0,2,3.9,39
1,19,80.17456822,13.02627908,56,850,1,1,1,2,4.4,645
216,20,-83.318554,30.841892,57,35,3,0,0,3,3.8,185
1,21,74.87461944,31.62394722,36,500,1,0,0,2,3.7,94
1,4,77.3992328,28.585231,58,400,1,0,0,1,0,1
1,2,77.0196893,28.4653555,59,200,1,0,1,1,3.4,27
1,1,77.12881389,28.54953611,5,500,1,0,0,2,0,1
1,1,77.2530302,28.5393728,1,450,1,0,0,1,0,1
1,11,88.3223365,22.5389989,60,800,1,1,1,2,4.6,1219
1,1,77.2333916,28.6493023,3,400,1,0,0,1,0,0
1,1,77.2723274,28.6589025,3,400,1,0,0,1,3.2,30
1,1,77.1076479,28.6389889,37,600,1,0,0,2,3.1,11
1,4,77.37371799,28.62667926,61,200,1,0,1,1,3.4,16
1,1,0,0,62,200,1,0,0,1,3.3,11
1,1,77.2386784,28.5370786,63,1550,1,1,1,3,3.8,302
1,2,77.0633149,28.4978576,4,300,1,0,0,1,0,0
1,1,77.02933475,28.68263808,64,100,1,0,0,1,0,0
1,1,77.19795015,28.53747419,65,450,1,0,1,1,2.6,113
1,19,80.251865,13.066762,3,1200,1,1,1,3,4.6,1753
1,4,77.4132229,28.5070787,11,600,1,0,0,2,2.9,4
1,22,0,0,66,1000,1,0,0,3,4.2,166
216,23,-112.4516,42.8919,67,30,3,0,0,3,3.6,121
1,2,77.0475174,28.474015,30,200,1,0,0,1,3.1,7
1,1,0,0,53,100,1,0,0,1,3.1,5
189,24,28.230606,-25.772304,68,360,2,0,0,4,4.1,84
1,1,76.9910765,28.6127374,3,150,1,0,0,1,0,2
1,25,0,0,1,500,1,0,0,2,3.9,289
1,1,77.2479992,28.5832431,3,400,1,0,0,1,0,0
1,2,77.0462096,28.4783985,69,150,1,0,0,1,3.5,32
1,1,77.16032244,28.69054589,70,450,1,0,0,1,3.2,11
216,26,-82.459339,27.99384,71,40,3,0,0,3,4,875
1,2,77.0715115,28.509779,1,450,1,0,0,1,3.1,10
1,1,77.21914127,28.5642885,11,600,1,0,0,2,3.4,29
1,1,77.2978344,28.5436226,72,600,1,0,1,2,3.8,170
1,1,77.2233575,28.6579744,73,150,1,0,0,1,4.3,521
1,2,77.0184147,28.4726717,74,200,1,0,1,1,2.8,11
1,1,0,0,3,200,1,0,0,1,3.1,10
216,23,-112.432,42.9012,75,40,3,0,0,3,3.6,85
1,1,77.2365188,28.5496806,65,500,1,0,0,2,3.7,53
1,1,77.1281574,28.5452469,29,600,1,0,1,2,2.5,6
1,2,77.0821234,28.4670558,53,350,1,0,1,1,3.7,217
1,1,77.185331,28.56904,4,4500,1,1,0,4,4,424
1,2,77.087339,28.4626259,76,2000,1,1,1,4,4,429
1,1,77.08952788,28.85517216,11,300,1,0,0,1,0,0
1,1,0,0,77,150,1,0,0,1,0,1
214,27,55.37637066,25.32578908,78,65,6,0,0,3,4.3,316
1,18,78.07715102,30.37220198,79,500,1,0,0,3,4.2,68
1,1,77.155099,28.5411702,80,600,1,0,0,2,3.5,206
1,2,77.0812241,28.4671487,35,800,1,0,0,2,2.4,88
1,2,77.10288294,28.43849033,81,1000,1,1,1,3,4,259
1,1,77.219739,28.566755,30,350,1,0,1,1,3.8,68
1,4,77.347652,28.5744592,74,250,1,0,0,1,0,0
1,1,77.2090133,28.5338079,37,800,1,0,1,2,3.4,297
1,1,77.2430748,28.6464675,82,1000,1,1,0,3,0,0
1,4,77.36520298,28.53920932,43,500,1,0,1,2,3.4,33
1,1,77.2418472,28.5332835,83,1650,1,1,0,3,3.8,42
1,2,77.0186408,28.4721483,29,400,1,0,0,1,2.9,8
1,2,77.051332,28.4540489,3,500,1,0,0,2,2.7,7
1,1,77.227723,28.7003556,4,450,1,0,0,1,0,3
1,18,78.060221,30.340722,41,1000,1,0,0,4,3.9,173
1,1,77.2495406,28.5499322,1,1800,1,0,0,3,3.3,21
1,1,77.0006609,28.5910291,8,400,1,0,0,1,0,0
1,1,77.2234007,28.6567084,55,100,1,0,0,1,3.8,112
1,1,77.1350789,28.7153016,84,250,1,0,0,1,0,1
1,1,77.1166967,28.6395812,35,350,1,0,1,1,3.4,33
1,1,77.2120877,28.7054069,85,400,1,0,0,1,2.9,11
1,2,77.0990285,28.4249219,4,400,1,0,1,1,2.2,46
1,1,77.2568858,28.5309441,37,350,1,0,0,1,3.2,12
1,2,77.1038389,28.487654,30,600,1,0,1,2,3,35
1,12,73.8289719,18.5309626,16,800,1,1,1,2,4.1,997
1,1,77.1908861,28.5830663,86,300,1,0,0,1,0,1
1,1,77.2054401,28.6777235,3,300,1,0,0,1,3.5,97
1,1,77.1936317,28.5694278,3,650,1,0,1,2,3.2,11
1,2,77.083048,28.468314,87,1600,1,1,0,3,4.1,214
1,1,77.120533,28.550802,88,3000,1,1,0,4,3.6,30
1,1,77.2683973,28.5613147,55,400,1,0,1,1,3.3,13
1,1,77.2261901,28.5998768,89,1550,1,1,0,3,4,1203
1,1,77.21796833,28.64574667,3,800,1,0,0,2,2.8,18
1,1,77.2053503,28.6987623,43,550,1,0,0,2,3.5,90
1,1,77.126764,28.5442619,64,150,1,0,0,1,0,1
189,24,28.23604667,-25.77074833,90,450,2,0,0,4,4.7,373
1,1,77.2534364,28.5363915,28,250,1,0,0,1,3.2,16
1,28,75.82181666,30.893244,91,1100,1,0,0,3,4.4,138
1,2,77.0865747,28.4797207,82,1800,1,0,0,3,2.4,53
1,4,77.32071754,28.56728731,92,600,1,0,0,2,3.9,204
1,1,77.25814529,28.53519117,93,200,1,0,0,1,2.9,4
1,1,77.3225314,28.6818859,38,300,1,0,1,1,3.1,14
1,1,77.31206504,28.66910046,11,300,1,0,1,1,3.6,35
1,1,77.1856029,28.6416685,3,300,1,0,0,1,2.8,117
1,2,77.0886879,28.4953871,94,1400,1,1,1,3,3.5,384
1,1,77.18654,28.6431648,29,700,1,0,0,2,2.9,119
1,1,0,0,64,150,1,0,0,1,0,0
1,2,77.0795604,28.4609372,43,600,1,0,0,2,2.6,11
216,29,-84.9876,32.4637,95,10,3,0,0,1,3.7,123
1,1,77.2298726,28.5732507,64,100,1,0,0,1,3.1,10
1,2,77.0966008,28.4834181,96,750,1,0,1,2,3.6,461
1,1,77.2985251,28.5384507,24,100,1,0,0,1,0,1
1,30,76.95295,11.010375,97,1400,1,0,0,3,4.2,299
1,4,77.38469392,28.56920274,98,150,1,0,0,1,3.1,8
166,31,51.52302034,25.28246661,99,80,7,0,0,3,3.8,83
1,1,77.2853657,28.67692,9,250,1,0,0,1,3.4,28
216,32,-157.8312476,21.2794952,100,40,3,0,0,3,4.6,1078
1,1,77.1014529,28.6445351,11,250,1,0,0,1,0,0
1,2,77.0880135,28.46157,101,650,1,0,1,2,4.1,134
1,4,77.5145109,28.472462,37,600,1,0,0,2,2.8,50
1,1,77.2166689,28.5477915,102,400,1,0,0,1,3.6,43
1,1,77.21932769,28.52869471,37,1950,1,1,1,3,4.2,1971
216,33,-84.926258,34.474635,103,10,3,0,0,1,4.4,122
1,2,77.0409296,28.411627,104,400,1,0,0,1,2.6,30
1,1,77.1799022,28.5213242,11,300,1,0,0,1,0,0
1,1,77.218187,28.625445,30,900,1,0,0,2,3.8,45
1,1,77.0760342,28.6288818,29,700,1,0,0,2,3.6,24
1,2,77.0730853,28.4777065,105,2000,1,1,0,4,3,21
1,4,77.358741,28.6048659,1,650,1,0,0,2,2.9,5
1,1,77.1618543,28.4997301,11,200,1,0,0,1,0,0
1,2,77.0937234,28.4938093,53,300,1,0,0,1,3.3,14
1,1,77.2228913,28.6332275,106,1500,1,1,0,3,4.3,104
1,3,77.3279106,28.4105998,1,500,1,0,0,2,3.4,18
1,1,77.230142,28.5738142,37,1500,1,1,1,3,4,183
1,1,77.1261797,28.7183841,3,300,1,0,0,1,3,76
1,1,77.09035702,28.61683827,43,700,1,0,1,2,3.4,60
1,1,77.2081473,28.5510151,25,500,1,0,1,2,2.8,87
1,1,77.2426044,28.5992226,35,700,1,0,0,2,3.6,44
1,1,77.1920054,28.6982616,107,100,1,0,0,1,0,0
1,19,80.20881157,13.02977985,56,850,1,1,1,2,4.2,841
1,3,77.2899232,28.4997177,108,100,1,0,0,1,2.9,4
1,1,77.2051706,28.5570041,37,600,1,0,1,2,3.4,121
1,1,77.1889094,28.6576903,11,600,1,0,1,2,3.2,71
1,4,77.3404494,28.5854737,3,500,1,0,0,2,2.6,32
1,1,0,0,109,200,1,0,0,1,2.9,7
1,3,77.3295018,28.3730138,43,500,1,0,0,2,0,0
1,1,77.20523,28.556941,29,500,1,0,1,2,3.3,6
1,1,77.1940584,28.5541496,110,1200,1,1,1,3,3.5,384
1,1,77.1760003,28.554897,37,700,1,0,0,2,2.8,17
1,1,77.2322198,28.6291908,36,600,1,0,1,2,3.4,38
1,2,77.0506317,28.4527412,36,250,1,0,0,1,3.3,8
1,4,77.5281474,28.4578535,28,400,1,0,1,1,3.5,83
1,2,77.0347763,28.4758171,3,400,1,0,0,1,2.8,6
1,2,77.0557718,28.4415695,4,350,1,0,0,1,0,0
1,1,77.0937942,28.6368398,22,500,1,0,0,2,3,5
216,34,-80.529488,40.396043,111,25,3,0,0,2,3.9,156
1,1,77.2194535,28.6183217,112,2100,1,1,0,4,3.9,299
1,1,77.2048445,28.6839604,1,500,1,0,0,2,2.8,25
1,1,0,0,39,500,1,0,0,2,0,0
1,1,77.1401987,28.7132994,107,200,1,0,0,1,0,2
1,35,77.64062494,12.97909556,113,800,1,0,0,2,4,3533
1,1,77.3038718,28.6348699,30,100,1,0,0,1,0,2
1,1,77.1182068,28.6474974,114,1500,1,0,0,3,4.1,2514
1,1,77.2825524,28.660629,69,300,1,0,0,1,0,0
1,1,77.219309,28.529136,18,700,1,0,0,2,4,649
1,1,77.2058841,28.51673,43,350,1,0,0,1,0,0
1,4,77.3210394,28.56800461,39,250,1,0,0,1,4.5,324
1,4,77.3839456,28.5712706,3,300,1,0,0,1,0,3
1,4,77.3692738,28.5781101,115,550,1,0,1,2,3.6,49
1,4,77.3353589,28.5684579,116,500,1,0,1,2,3.5,144
1,1,77.16399444,28.55882222,59,400,1,0,0,1,2.9,7
1,2,77.07128014,28.5095226,117,400,1,0,1,1,3.2,44
1,1,77.2358133,28.6413034,28,200,1,0,0,1,0,0
1,35,77.5709967,13.0291977,118,600,1,0,0,2,4.6,627
1,1,77.2718928,28.677039,3,400,1,0,0,1,0,1
1,1,77.2488222,28.5403609,55,100,1,0,0,1,3.7,33
216,6,-81.096647,32.052858,119,40,3,0,0,3,4.7,906
1,1,77.25683268,28.55942527,37,650,1,0,1,2,3.3,61
1,1,77.2794854,28.645585,3,500,1,0,0,2,2.7,25
1,1,77.2280206,28.6606804,120,350,1,0,0,1,2.5,49
189,24,28.33247088,-25.79850294,121,500,2,0,0,4,4.2,20
1,4,77.3261382,28.5680132,86,800,1,0,0,2,3.5,139
1,11,88.39329377,22.51468755,122,1400,1,0,1,3,4.6,945
1,1,77.2388987,28.541704,30,350,1,0,0,1,3.1,7
216,36,-91.6347,42.01,123,25,3,0,0,2,4.4,430
216,23,-112.4524,42.8639,124,25,3,0,0,2,3.7,152
1,1,77.207147,28.5579096,64,150,1,0,0,1,3.9,109
1,1,77.2075063,28.6806976,55,150,1,0,0,1,3.9,55
216,37,-90.5321,41.5749,4,25,3,0,0,2,4,112
1,2,77.0348123,28.476036,34,400,1,0,0,1,2.9,6
1,1,77.1414135,28.658983,35,300,1,0,0,1,3.2,31
1,4,0,0,51,250,1,0,0,1,0,0
1,10,72.76877817,21.15773452,125,1400,1,0,0,3,4.2,319
1,4,77.3297035,28.5472559,126,400,1,0,0,1,0,0
1,1,77.0808459,28.5959508,3,150,1,0,0,1,3,6
1,1,77.3037861,28.6349562,116,300,1,0,0,1,0,1
1,1,77.1706691,28.5871376,127,650,1,0,1,2,4.2,295
1,1,77.15665989,28.54283324,128,1600,1,0,0,3,3.5,83
1,1,77.2514264,28.551456,43,800,1,0,1,2,3.1,100
1,2,77.0892274,28.4798411,129,1500,1,1,0,3,3.5,240
1,2,77.0801187,28.4810064,130,2500,1,1,1,4,3.7,730
1,1,77.1069047,28.6424575,25,500,1,0,0,2,3.5,65
1,35,77.6993861,12.94993396,131,1400,1,0,0,3,4.6,6907
1,38,82.99169443,25.31834492,11,0,1,0,0,1,3.5,109
1,2,0,0,54,350,1,0,0,1,0,0
1,1,77.1664456,28.6849156,11,600,1,0,0,2,3.4,19
1,2,77.0179074,28.4603566,3,450,1,0,0,1,3.1,7
1,4,77.3135127,28.5822486,132,1100,1,1,1,3,2.5,221
1,1,77.1775468,28.6398635,133,800,1,1,1,2,2.5,78
1,1,77.1736822,28.6872769,43,700,1,0,0,2,0,0
1,1,77.2258029,28.6737511,134,3200,1,1,0,4,3.4,39
1,4,77.381653,28.519906,59,500,1,0,0,2,3,7
1,1,77.2039324,28.5503273,135,800,1,0,0,2,2.9,21
1,1,0,0,136,300,1,0,0,1,0,0
1,2,77.0947125,28.4810852,3,400,1,0,0,1,0,0
1,1,77.2949499,28.6393333,29,700,1,0,0,2,2.8,102
1,39,72.5239649,23.04850469,137,600,1,0,1,2,3.8,432
1,1,77.24151291,28.57573998,84,400,1,0,0,1,2.7,9
1,1,0,0,37,400,1,0,0,1,0,2
1,1,77.2540557,28.5255719,138,400,1,0,0,1,3,7
1,1,77.17,28.59,139,600,1,0,1,2,3.8,80
216,40,-96.3959487,42.4944454,140,25,3,0,0,2,3.8,187
1,1,77.2006788,28.6812987,64,150,1,0,0,1,3.5,36
216,32,-157.836031,21.285396,141,25,3,0,0,2,4.2,694
1,2,0,0,3,150,1,0,0,1,0,0
1,41,79.83481014,11.9365319,3,800,1,0,0,3,3.7,124
1,1,77.1671645,28.5877879,142,800,1,0,0,2,4.1,37
1,2,77.1362757,28.4362232,143,600,1,0,1,2,3.2,18
216,33,-85.2229101,34.9428786,144,25,3,0,0,2,4.6,214
1,1,77.26811942,28.56171513,145,400,1,0,0,1,3.1,28
1,2,77.09312875,28.47574493,3,500,1,0,0,2,3.3,27
1,4,77.3445624,28.597278,3,200,1,0,0,1,0,0
1,1,77.1598506,28.6897195,146,300,1,0,0,1,3.2,23
30,42,-46.68133333,-23.56483333,147,120,4,0,0,4,4.3,68
1,1,77.2476766,28.5844282,37,450,1,0,0,1,2.9,7
1,2,77.0484858,28.4117267,8,800,1,0,0,2,3.3,16
1,1,77.3030602,28.635191,11,400,1,0,0,1,0,1
216,26,-82.469306,27.944244,148,70,3,0,0,4,3.9,373
1,43,75.8943769,22.744648,11,1500,1,0,0,4,4,413
1,4,77.334211,28.564222,29,700,1,0,0,2,2.4,70
1,1,77.210737,28.5378192,30,500,1,0,0,2,3.4,75
1,2,0,0,61,300,1,0,0,1,0,2
1,1,77.3180387,28.6806468,28,250,1,0,0,1,0,0
1,1,77.2252919,28.6767537,149,1500,1,1,0,3,4,225
1,1,77.2934295,28.6082009,150,150,1,0,0,1,2.7,20
1,1,77.227277,28.631407,82,3000,1,0,0,4,3.5,45
1,2,77.0867995,28.5022869,82,2000,1,0,0,4,3.3,36
1,2,77.0930322,28.4906544,3,550,1,0,1,2,3.4,29
1,1,77.2036117,28.5325807,37,700,1,0,1,2,4.4,84
1,1,77.1626712,28.7066721,151,500,1,0,0,2,0,0
208,44,29.07411609,40.96393456,152,130,8,0,0,4,4.9,522
1,3,77.3278324,28.4101647,3,400,1,0,0,1,2.7,20
216,36,-91.531093,41.663751,153,25,3,0,0,2,3.6,253
1,2,77.0952332,28.4949836,3,300,1,0,0,1,3.1,33
1,1,77.1192573,28.6472138,154,1700,1,1,0,3,3.5,313
1,1,77.230142,28.5739038,30,550,1,0,1,2,4.2,372
1,1,77.1137736,28.7167411,22,500,1,0,1,2,3.5,67
1,45,81.841889,25.45235,36,500,1,0,0,3,3.5,105
1,1,77.2417277,28.5802945,37,800,1,1,1,2,2.3,126
30,15,-43.18736944,-22.92481389,155,300,4,0,0,4,4.7,44
1,2,77.0946676,28.4930484,29,500,1,0,1,2,3.2,38
1,2,77.064243,28.4640533,156,3300,1,0,0,4,4.3,56
1,1,77.2794854,28.6595627,157,500,1,0,0,2,3.1,44
1,1,77.19367238,28.5626823,158,600,1,0,1,2,3.6,110
1,1,77.075439,28.629097,135,400,1,0,1,1,2.3,42
1,1,77.1367382,28.6503488,59,500,1,0,0,2,2.4,20
1,2,77.03139368,28.50913665,3,500,1,0,0,2,0,0
1,1,77.11567003,28.63090904,1,500,1,0,1,2,3,17
1,1,77.0334663,28.6191075,28,200,1,0,1,1,3.1,5
1,2,77.0715115,28.4739245,159,1000,1,1,1,3,3.4,210
1,4,77.3630838,28.5863139,160,650,1,0,1,2,3.2,193
1,1,77.2191391,28.6355397,134,1500,1,1,0,3,4.1,90
1,1,77.2432456,28.5337162,1,600,1,0,0,2,3.5,103
1,25,85.818494,20.292363,4,1500,1,0,0,3,4.3,345
1,1,77.2270521,28.6000351,161,2500,1,0,0,4,3.8,1186
1,1,77.2949672,28.597776,162,550,1,0,0,2,3.7,57
1,10,72.79411532,21.18643846,163,900,1,0,0,3,3.8,201
1,2,77.10031841,28.47773187,164,750,1,0,1,2,3.4,69
1,2,77.0526236,28.4616176,165,3000,1,1,0,4,4.2,77
1,1,77.3023084,28.6492275,98,250,1,0,0,1,3.8,300
1,1,77.1277978,28.549335,34,1000,1,1,0,3,2.9,7
1,1,77.18873441,28.6436297,59,400,1,0,1,1,3.4,36
1,1,77.1196062,28.6308168,11,600,1,0,1,2,3.5,24
1,4,77.4038963,28.4995663,1,450,1,0,0,1,0,3
1,35,77.645748,12.970324,166,1500,1,0,1,3,4.2,231
1,38,82.999827,25.281437,167,400,1,0,0,2,3.4,85
1,1,77.2031499,28.6951306,1,400,1,0,0,1,4.1,111
1,46,75.32350278,19.88025556,168,700,1,0,0,2,3.3,45
1,1,77.2041824,28.6956951,133,600,1,0,1,2,3.4,427
1,1,77.2265943,28.5997809,169,700,1,0,1,2,3.8,391
1,1,77.1493702,28.6936643,3,1400,1,1,0,3,3.8,457
1,4,77.35400308,28.61044692,116,100,1,0,0,1,0,0
1,1,77.1991559,28.6675893,4,200,1,0,0,1,0,0
1,1,77.2268188,28.5836257,170,400,1,0,0,1,2.7,10
189,24,28.255682,-25.775823,171,285,2,0,0,3,4.5,97
1,1,77.2616631,28.5382626,8,200,1,0,0,1,0,3
1,1,0,0,172,800,1,0,1,2,3.7,89
1,2,77.088508,28.4949217,173,2500,1,1,0,4,4.1,1949
1,1,77.1183445,28.647538,174,1250,1,1,1,3,3.7,196
1,1,77.1849192,28.6406889,170,400,1,0,0,1,2.8,33
1,1,77.2008084,28.5086514,3,200,1,0,0,1,0,1
1,1,77.2770165,28.6982532,175,550,1,0,0,2,2.9,10
1,47,85.13806111,25.61098056,176,1000,1,0,0,3,3.6,107
216,48,-83.381625,33.960112,177,10,3,0,0,1,4.2,800
1,3,77.316429,28.446715,41,1500,1,1,0,3,0,3
148,49,174.774546,-41.289798,135,55,9,0,0,3,4.1,116
1,1,77.2545694,28.5256646,178,600,1,0,1,2,3,11
1,18,0,0,1,600,1,0,0,3,4.2,89
1,1,77.2863012,28.6368165,179,800,1,0,1,2,2.4,41
1,1,77.1414048,28.6617937,180,550,1,0,0,2,2.9,8
1,1,77.2979348,28.6191348,170,350,1,0,0,1,0,3
1,1,77.2870265,28.6369816,4,450,1,0,0,1,2.8,7
1,1,77.1144456,28.6258469,64,150,1,0,0,1,2.9,18
1,50,91.77896976,26.16767011,181,700,1,0,0,2,4.3,233
1,1,77.1306799,28.6489773,182,300,1,0,0,1,3.1,9
1,2,77.0879685,28.4991724,183,800,1,1,0,2,3.1,11
208,44,28.97763569,41.02290443,184,40,8,0,0,2,4.7,1305
216,51,-90.663686,42.4982789,185,10,3,0,0,1,3.5,60
1,1,77.2529294,28.53692899,97,600,1,0,1,2,2.3,38
1,1,77.19475061,28.56265773,4,450,1,0,1,1,2.7,6
1,1,77.2051662,28.700431,170,300,1,0,0,1,3,4
1,2,77.0540643,28.5041784,29,500,1,0,1,2,3.3,15
1,2,77.0587691,28.4345889,133,600,1,0,0,2,3.3,74
1,4,0,0,28,200,1,0,0,1,0,0
214,52,54.4872137,24.4106148,186,330,6,1,0,4,4.9,216
1,4,77.386751,28.533164,187,350,1,0,1,1,0,0
1,30,76.98624135,11.00175265,188,1200,1,0,0,3,4.2,40
1,1,77.22361319,28.58455646,189,1500,1,1,0,3,3,7
1,1,77.19174787,28.5624946,4,400,1,0,0,1,3,7
1,2,77.0367474,28.4577727,26,450,1,0,1,1,3.3,14
1,45,81.834502,25.454648,190,500,1,0,0,3,3.4,57
1,2,77.09335439,28.4761926,191,2000,1,1,1,4,3.9,490
1,4,77.32295919,28.57206302,192,1000,1,1,0,3,3.4,223
1,4,77.3625455,28.6127995,98,750,1,0,0,2,2.9,56
1,1,77.2383021,28.5364178,28,400,1,0,1,1,3.1,43
1,1,77.296163,28.6051709,3,200,1,0,0,1,0,0
1,1,77.1622219,28.5921535,37,650,1,0,0,2,0,1
1,43,75.88199135,22.65184685,11,850,1,0,0,3,4.1,100
1,1,77.27389522,28.65782692,3,350,1,0,0,1,3.2,8
1,4,77.3255998,28.5675141,28,200,1,0,0,1,0,0
1,1,77.1679732,28.5881341,1,800,1,0,0,2,3.9,35
1,1,77.2044468,28.6963995,35,250,1,0,1,1,3.6,258
216,16,-81.973006,33.477444,193,25,3,0,0,2,3.9,201
1,25,0,0,194,1200,1,0,0,3,4.6,154
1,1,77.2814156,28.6602389,86,800,1,0,1,2,2.9,66
208,53,32.70474167,39.89479444,195,35,8,0,0,2,4.3,126
1,1,0,0,196,1500,1,1,0,3,0,1
1,2,0,0,44,300,1,0,0,1,0,1
1,1,77.2192708,28.5279802,176,2500,1,1,0,4,3.3,179
1,4,77.32425638,28.5694916,37,1400,1,0,1,3,3.8,2019
1,2,77.0371148,28.4579792,30,400,1,0,0,1,3,4
1,54,83.33809722,17.73480556,197,600,1,0,0,2,3.6,154
1,2,77.07272552,28.45938349,198,800,1,0,1,2,3.6,144
1,1,77.1569645,28.7152123,59,400,1,0,0,1,3.1,23
1,1,77.1069062,28.6418012,28,250,1,0,0,1,3.4,21
